Link,Summary
https://www.upes.ac.in/faculty/school-of-design/ms-baljinder-kaur,"Ms. Baljinder Kaur is an Assistant Professor in the Department of Fashion at the School of Design, UPES. She holds a Master's in Fashion Design from the Academy of Art University, California. With experience in academia and the fashion industry, Ms. Kaur focuses on sustainable fashion and textile innovation. Currently pursuing a PhD in Costume and History, she integrates cultural studies into her work. Her teaching emphasizes career readiness and practical skills across various fashion courses. Recognized for her contributions, she has presented papers on traditional textiles and served on fashion show juries. Contact: baljinder.kaur@ddn.upes.ac.in."
https://www.upes.ac.in/admissions/fee-structure,"UPES provides a comprehensive fee structure for all its academic programs across various schools, including Engineering, Business, Computer Science, Design, Health Sciences, Law, Liberal Studies, and more. The institution emphasizes accessibility and transparency in financial details to assist students in planning their education. Financial aid is available for those facing hardship, along with scholarships to support educational aspirations. For the 2024/25 academic year, potential students are encouraged to explore financial aid resources to navigate their options successfully. UPES aims to facilitate a fulfilling educational journey for every individual."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/dr-manjeet-singh-goyat,"Dr. Manjeet Singh Goyat is a Senior Associate Professor at UPES, specializing in physics, nanoscience, and materials engineering. He holds dual master's degrees in physics and nanoscience & technology and a Ph.D. in Materials Engineering from the Indian Institute of Technology, Roorkee. His research focuses on polymer matrix nanocomposites, nanomaterial synthesis, and superhydrophobic coatings. Dr. Goyat has published over 60 peer-reviewed papers, received significant grants including the DST SERB Fellowship, and teaches various courses such as Composite Materials and Quantum Mechanics, all while fostering students' critical thinking and understanding through innovative teaching methods."
https://www.upes.ac.in/school-of-health-sciences-and-technology/bsc-health-sciences/food-nutrition-and-dietetics,"The B.Sc. Food, Nutrition and Dietetics program at UPES is a comprehensive three-year undergraduate course aimed at equipping students with knowledge in nutrition management and healthy eating habits. The curriculum includes subjects related to food science, public health, and specialized areas like sports nutrition. Students gain practical experience through internships and projects with reputed organizations, enhancing their employability in various roles, including nutritionist and dietitian. The program emphasizes practical training, industry exposure, and research ethics, preparing graduates for careers in the growing field of nutrition and dietetics, with promising career prospects and average salaries around Rs. 3.80 Lakhs."
https://www.upes.ac.in/blog/entrepreneurship/upes-students-build-a-brand-to-provide-affordable-anime-merchandise,"UPES students Dev Taneja and Higmanshu Goswami co-founded 'Anime Devta' to offer affordable anime merchandise targeted at youth aged 15 to 24. The venture aims to reduce prices by 50-60% compared to established brands while ensuring high quality. Inspired by their love for anime like Naruto and One Piece, Dev Taneja, a student in Electronics and Communication Engineering, seeks to make anime merchandise accessible. Anime Devta products are marketed through its website animedevta.com and Instagram (@anime_devta), minimizing marketing costs and appealing to a budget-conscious audience."
https://www.upes.ac.in/blog/academic-excellence/sectors-that-attract-the-most-venture-capital,"The UPES blog post by the UPES Editorial Team discusses sectors attracting significant venture capital investment, especially post-pandemic. Key sectors include edtech, highlighted by firms like Byju’s and Unacademy securing millions in funding; hard tech, particularly AI-driven companies seeing increased corporate interest; online gaming, with domestic firms like Winzo Games and MPL gaining attention after a ban on Chinese apps; and growing social media apps benefiting from government support. The article underscores the importance of entrepreneurial knowledge and mentions UPES School of Business programs aimed at enhancing innovation and startup success."
https://www.upes.ac.in/advisory-board/savita-mahajan,"Savita Mahajan is an Advisory Board Member at the School of Business, UPES. Recognized by Business Today as one of India’s most powerful women in business in 2013, Savita Mahajan specializes in strategic management, leadership, and organizational change. Previously, Savita Mahajan was the Deputy Dean of the Indian School of Business for 14 years, overseeing the establishment of its Mohali campus. With 34 years of experience across various sectors, Savita Mahajan has held senior roles at prominent organizations and has consulted for major institutions like the World Bank and the Planning Commission. Savita Mahajan holds degrees from Delhi University, IIM-Ahmedabad, and Princeton University."
https://www.upes.ac.in/advisory-board/nayathode-narayana-pisharody,"Nayathode Narayana Pisharody is an experienced professional specializing in Industrial and Fire Safety. He serves as the Associate Director in the Industrial & Fire Safety Group at the Directorate of Health Safety & Environment, Nuclear Power Corporation of India Limited (NPCIL), Mumbai. Nayathode Narayana Pisharody earned a Bachelor of Technology in Mechanical Engineering from the University of Kerala in 1987, an Advanced Diploma in Industrial Safety from Central Labour Institute, Mumbai in 2012, and a Master of Business Administration in Human Resource Management from Indira Gandhi National Open University in 2016.
"
https://www.upes.ac.in/faculty/school-of-law/bharti-nair-khan,"Bharti Nair Khan is an Assistant Professor at the School of Law, UPES, specializing in criminal law with expertise in both procedural and substantive laws in India. With 7 years of teaching experience, Bharti Nair Khan previously worked at Raffles University Neemrana. Bharti Nair Khan's research focuses on criminal law, laws related to women and children, forensic law, constitutional law, and jurisprudence. Bharti Nair Khan emphasizes a conducive learning environment and practical application of law concepts. Courses taught include Criminal Law, Jurisprudence, and Constitutional Law. Bharti Nair Khan has several published works in renowned journals and books."
https://www.upes.ac.in/minors-for-school-of-modern-media,"The UPES School of Modern Media offers minors that complement core specializations. Available minors include Social Media, Digital Marketing, Media Management, Search Engine Optimization, Digital Publishing, Digital Content Creation (Videos and Audio/Podcasts), Data Science, Artificial Intelligence, Internet of Things, and Start Your Startup. Each minor focuses on equipping students with practical skills essential for the evolving media landscape and digital marketing. Students interested in entrepreneurship and real-world applications can also benefit from School for Life exploratory courses. These programs prepare students for careers in various media and tech fields."
https://www.upes.ac.in/school-of-law/ba-bba-bcom-llb-hons-constitutional-Law,"The BA, BBA, B.Com. LL.B. Hons. in Constitutional Law at UPES School of Law provides a robust curriculum integrating theoretical knowledge and practical application. Students explore constitutional principles, legislative relations, election laws, and federalism, with a focus on comparative analyses among global legal systems. Emphasizing transformative constitutionalism, technology, and environmental law, graduates develop critical analytical skills for careers in legal practice, academia, and government. The program boasts high placement rates, supported by strong industry connections. Admission requires a minimum of 50% marks at the higher secondary level and selection based on various entrance exams."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/dr-subhankar-das,"Dr. Subhankar Das is an Assistant Professor (Senior Scale) at the School of Advanced Engineering, UPES, specializing in mechanical engineering and advanced materials. Dr. Das earned a Ph.D. in composite materials from NIT Silchar in 2019. Dr. Das's research focuses on nanomaterials, epoxy nanocomposites, and microwave-absorbing materials, contributing significant scholarly articles to these fields. Dr. Das employs innovative teaching methodologies, emphasizing practical problem-solving, critical thinking, and project-based learning. Dr. Das has guided multiple Ph.D. scholars and received the SEED grant for researching recycled glass nano beads in composites for the automotive and aerospace industries."
https://www.upes.ac.in/faculty/school-of-design/sonal-singh,"Sonal Singh is an Assistant Professor at UPES's School of Design with over 10 years of industrial design experience. Her expertise covers consumer appliances, lighting, lifestyle, and interior design. Previously, Sonal Singh was the Industrial Design lead at Kohler India and worked as Design Manager at Whirlpool India. Her research interests include Indian Aesthetics and Craft Innovation. Sonal Singh emphasizes real-life experiences in teaching, focusing on collaboration and interdisciplinary learning. Courses taught include Form Studies and Packaging Design. Sonal Singh's award-winning designs include the 'Vive' collection, which received the Red Dot Award 2023. Contact Sonal Singh at sonal.singh@ddn.upes.ac.in."
https://www.upes.ac.in/sustainable-development-goals/15,"Sustainable Development Goal 15: Life on Land aims to protect, restore, and promote sustainable use of terrestrial ecosystems. It targets combating desertification, reversing land degradation, and preventing biodiversity loss. Key actions include conserving forests, restoring degraded land, and protecting threatened species. UPES implements initiatives like Project Vikalp, empowering over 625 rural women through eco-friendly projects, including woodless pencil production and cultivation of medicinal plants. The Rural Women Technology Park supports local artisans with technological assistance and market guidance, furthering sustainable development efforts in the community."
https://www.upes.ac.in/faculty-achievements/neha-verma,"Neha Verma is a certified Fact Check and Media Literacy trainer who represented the School of Modern Media at the APAC Trusted Media Summit 2022, organized by Google on September 20-21, 2022. The summit brought together professionals from various sectors including journalism, academia, and activism to address disinformation in the Asia-Pacific region. It served as a platform for networking and discussing best practices in fact-checking, verification, media literacy, and research, emphasizing the importance of combating misinformation through community engagement and collaboration."
https://www.upes.ac.in/school-of-advance-engineering/postgraduate/mtech/sutainability,"The webpage provides information about the Master of Technology (M.Tech) program in Sustainability offered by the School of Advanced Engineering at the University of Petroleum and Energy Studies (UPES). It outlines the academic structure, eligibility criteria, and admission process for prospective students. UPES emphasizes skills in sustainable engineering, preparing graduates for industry challenges in sustainability. The program aims to equip students with advanced knowledge and practical skills essential for addressing global sustainability issues. Contact details for inquiries and information about other academic programs are also available on the site."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/abhishek-kumar-mishra,"Dr. Abhishek Kumar Mishra is a Senior Associate Professor at the School of Advanced Engineering, UPES, recognized for his significant contributions to materials science and computational physics. Awarded by the American Chemical Society in 2019 as a top-cited Indian author, Dr. Mishra focuses on DFT-based calculations in gas sensing, CO2 conversion catalysts, and 2D nanomaterials. With over 60 published papers and multiple research grants from national and international bodies, Dr. Mishra is dedicated to advancing scientific knowledge and addressing energy and sustainability challenges. He emphasizes practical applications in teaching, fostering critical thinking and interdisciplinary collaboration among students."
https://www.upes.ac.in/blog/advanced-engineering/transforming-indias-education-landscape-challenges-initiatives-and-future-roadmap,"The article ""Transforming India’s Education Landscape: Challenges, Initiatives and Future Roadmap"" by Dr. Annapurna Boruah discusses the importance of education in empowering individuals and fostering social cohesion. It highlights India's significant growth potential in higher education, estimated to reach $225 billion by 2025, and emphasizes the challenges in rural education, including infrastructure and quality issues. The New National Education Policy 2023 aims to improve access and quality, addressing gender and socio-economic disparities. Technological advancements and international collaborations are pivotal in enhancing India’s education system, positioning it as a global knowledge leader."
https://www.upes.ac.in/faculty-achievements/siddhartha-mukherjee,"Professor Siddhartha Mukherjee from the School of Design at UPES has received the prestigious HUDCO award for his work titled ""Dehradoon - An Illustrated Journey of a City,"" which he collaborated on with Ar Maulishree Mishra. This award recognizes Siddhartha Mukherjee's expertise in Urban Design, Regional Planning, Inner City Revitalization, and Conservation. The award ceremony took place on April 25th, 2023, at the Stein Auditorium, India Habitat Centre in New Delhi, where the Union Minister of Housing and Urban Affairs and HUDCO officials honored Siddhartha Mukherjee's significant contribution to the field."
https://www.upes.ac.in/school-of-business/bba/finance-management,"The BBA in Finance Management program at UPES School of Business is a three-year undergraduate degree designed to provide students with comprehensive knowledge of finance and management. The curriculum includes financial accounting, corporate finance, and risk management, with an emphasis on practical learning through internships and real-world projects. Students develop analytical, quantitative, and strategic skills. The program offers career opportunities in various finance roles, supported by alliances with top industries. With UPES ranked among India’s top business schools, graduates are well-prepared for careers in a constantly evolving finance landscape. Admission requires a minimum of 50% marks in Classes X and XII."
https://www.upes.ac.in/faculty/school-of-law/ashok-kumar-tyagi,"Ashok Kumar Tyagi is an Industry Fellow and Professor at the School of Law, UPES, specializing in energy-related legal frameworks. Ashok Kumar Tyagi holds a graduation and post-graduation in geology from Panjab University, with a focus on mineral exploration. Ashok Kumar Tyagi worked at ONGC from 1978 to 2013, contributing to various aspects of the oil and gas industry, including international collaborations and regulatory initiatives. Since 2018, Ashok Kumar Tyagi has been teaching energy sector laws at UPES, covering topics like O&G laws, coal mining laws, environmental laws, and renewable energy laws."
https://www.upes.ac.in/school-of-business/mba/business-analytics-in-collabration-with-kpmg,"UPES offers an MBA in Business Analytics in collaboration with KPMG, designed to equip students with skills in data analysis for informed decision-making. The program combines core business courses with specialized analytics training, emphasizing data mining, predictive analytics, and machine learning. Students can specialize in Energy Analytics or Data Mining, gaining industry-relevant knowledge through projects, internships, and guest lectures. Graduates have opportunities as data analysts, business intelligence managers, and more, with high placement potential in reputed companies like Flipkart and Accenture. The program prepares students for a data-centric career in various industries."
https://www.upes.ac.in/professors-of-practice/yogesh-bhattarai,"Mr. Yogesh Bhattarai is a Partner at Trilegal in Mumbai, specializing in corporate law with a focus on mergers, acquisitions, and cross-border transactions. He advises clients on regulatory compliance and sector-specific issues across industries. Mr. Yogesh Bhattarai has represented major Indian and international companies, collaborating with private equity funds, and facilitating both inbound and outbound transactions in jurisdictions including China, France, Germany, and Singapore. His expertise extends to sectors such as manufacturing, pharmaceuticals, and healthcare, providing strategic advice on entry/exit strategies and complex financial structures."
https://www.upes.ac.in/international-admissions,"The International Admissions webpage of UPES provides information for international and NRI students seeking admission to various programs. It outlines the admission process, requiring candidates to complete an online application and pay a USD 50 fee. Eligibility criteria include relevant educational qualifications and English proficiency. UPES, recognized as the top private university in academic reputation in India, offers over 200 programs across seven schools. Students can benefit from scholarships and must follow pre-arrival and post-arrival guidelines including visa requirements and registration with local authorities. Dehradun, where UPES is located, boasts a conducive learning environment."
https://www.upes.ac.in/industry-connect/xebia,"UPES collaborates with Xebia, an innovative IT consultancy, to offer two co-branded programs in DevOps and Big Data. Launched in 2016, these programs involve Xebia mentors providing specialized training to UPES faculty and students in areas such as Data and Artificial Intelligence, Cloud, DevOps, Business Agility, Security, and Software Development. This partnership enhances the industry's practical relevance within UPES’s academic offerings, ensuring students receive high-quality education aligned with market demands."
https://www.upes.ac.in/faculty/school-of-business/dr-mohammad-younus-bhatt,"Dr. Mohammad Younus Bhatt is an Assistant Professor at the School of Business, UPES, holding a Ph.D. in Economics with a focus on Environmental Valuation and Choice Modelling. His research emphasizes econometric valuation techniques related to biodiversity loss and conservation, particularly in the Himalayan region. Dr. Bhatt teaches Principles of Economics, Managerial Economics, Microeconomics, and Macroeconomics. He has received grants for research on Himalayan biodiversity and energy economics, and fosters a collaborative, student-centric teaching approach. His research scope includes climate change impacts and eco-tourism links in Himalayan communities. Contact: Younus.bhat@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-computer-science/phd-cse/phd-cs,"The Ph.D. program in Computer Science at UPES School of Computer Science offers a flexible research-focused experience for both full-time and part-time scholars, lasting from three to six years. Scholars engage in independent research across diverse topics such as Artificial Intelligence, Cybersecurity, and Blockchain Technology, guided by dedicated faculty. The program includes structured coursework, access to advanced facilities, and opportunities for industry collaboration. Graduates emerge as leaders prepared for careers in academia, research institutions, and various technology sectors. Key admission dates for July 2024 intake include the application deadline on June 3, 2024, and interviews on July 18-22, 2024."
https://www.upes.ac.in/industry-connect/github,"GitHub India and the University of Petroleum and Energy Studies (UPES) have signed a Memorandum of Understanding (MoU) to enhance entrepreneurship and employability for UPES students in software development. The partnership includes providing the GitHub Student Developer Pack, GitHub Classroom for assignment management, and access to GitHub Enterprise tools. Additional initiatives will involve mentorship from global experts, technical training for faculty, and organizing hackathons and challenges to encourage innovation. With over 50 million users, GitHub aims to support UPES in fostering a collaborative learning environment for aspiring software developers."
https://www.upes.ac.in/faculty/school-of-computer-science/amar-jindal,"Amar Jindal is an Assistant Professor at the School of Computer Science at UPES. He completed his Ph.D. thesis on 'Offline Handwritten Text Recognition in Ancient Documents in Indian Scripts' at the National Institute of Technology Patna in May 2023. Amar Jindal holds an M.Tech-IT from NITP and a B.Tech-IT from Guru Gobind Singh Indraprastha University, Delhi. His research interests include Computer Vision, Machine Learning, and Deep Learning. Amar Jindal teaches Software Engineering, Programming with C, and Machine Learning, applying industrial scenarios to enhance learning. Contact Amar Jindal at amar.jindal@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/civil-engineering-environmental-engineering,"The B.Tech Civil Engineering program with a specialization in Environmental Engineering at UPES School of Advanced Engineering prepares students to tackle environmental challenges in urban infrastructure. The curriculum encompasses water supply, sewage treatment, air quality management, and solid waste strategies. Students engage in hands-on learning through research projects and industry internships, including opportunities to use Artificial Intelligence and Machine Learning for environmental solutions. Graduates can pursue careers as environmental consultants or sustainability coordinators, benefitting from UPES's strong industry ties for exceptional placement opportunities, addressing the growing demand for sustainable environmental solutions."
https://www.upes.ac.in/school-of-law/upes-law-review,"UPES Law Review is a prominent annual journal published by the School of Law at UPES, Dehradun, and is UGC CARE listed (ISSN: 2347-9620). Established in 2013, the journal features contributions from academicians, industry, and law experts. Currently inviting submissions for its IX Volume themed “Law, Society and Politics,” the journal focuses on the interplay between law and contemporary societal issues, including technology's impact on legal systems. Submission guidelines detail requirements for articles and research papers, with deadlines set for May 30, 2024, for extended abstracts and August 15, 2024, for full papers."
https://www.upes.ac.in/student-space/student-committees,"UPES outlines various student committees that enhance campus life and foster student engagement. The Sports Committee promotes athletic activities, while the Cultural Committee organizes events like Uurja and Ignite. The Student Discipline Committee addresses issues such as harassment and substance abuse. Gender Champions advocate for gender equality, and SEE Ambassadors support university initiatives. The Safety Rangers focus on road safety awareness, and the Socio Squad manages UPES's online reputation. The Moot Court Committee provides practical legal training, and the Student Council serves as a voice for School of Business students. Student Placement Representatives aid in career readiness and internship opportunities."
https://www.upes.ac.in/blog/academic-excellence/meet-the-women-scientists-who-are-leading-the-battle-against-covid-19,"The webpage highlights the contributions of six prominent women scientists leading efforts against COVID-19 in India. Dr. Priya Abraham, director of the National Institute of Virology, made significant advancements in testing efficiency. Sanghamitra Pati and Jyotirmayee Turuk spearhead testing at the Regional Medical Research Centre in Bhubaneswar. Minal Dhakave Bhosale developed India’s first rapid testing kit through Mylabs Discovery. Dr. Renu Swarup coordinates vaccine development, while Dr. Nivedita Gupta establishes vital testing protocols. These women exemplify resilience and commitment in combating the pandemic, showcasing the critical role of women in science and health during crises."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/dr-pushpa-sharma,"Dr. Pushpa Sharma is a Distinguished Professor at the Energy Cluster of UPES, specializing in Reservoir Engineering with 38 years of experience, including 28 years at ONGC as a Reservoir Engineer. Dr. Sharma's research focuses on Reservoir Modeling, EOR/IOR, and innovative methods like AI in oil recovery. Dr. Sharma has published over 55 research papers and guided multiple Ph.D. candidates. Teaching involves hands-on courses in Reservoir Engineering and collaborations with international universities. Dr. Sharma has received numerous awards for outstanding contributions to the field and actively participates in course redesign and student mentorship."
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/rajesh-maithani,"Rajesh Maithani is a Senior Associate Professor at the School of Advanced Engineering, UPES, with a Ph.D. from Uttarakhand Technical University awarded in 2017. He has over 17 years of teaching and research experience, previously serving at DIT University. Dr. Maithani specializes in heat transfer and renewable energy, publishing over seventy research papers and holding more than 10 patents. His teaching philosophy emphasizes a student-centered approach focusing on critical thinking and problem-solving. He has received multiple awards for research excellence, including at UPES, and currently guides Ph.D. scholars and M.Tech dissertations."
https://www.upes.ac.in/faculty/school-of-design/gurpreet-singh,"Gurpreet Singh is an Assistant Professor at the School of Design, UPES, with expertise as an artist and sculptor. Gurpreet Singh holds a master's in fine arts, specializing in portraiture and human anatomy. With an 11-year career, Gurpreet Singh has worked with Maruti Suzuki and founded Waryam Arts for international sculpture projects. Gurpreet Singh's research interests include art, history, and technology, focusing on Sikh history. Gurpreet Singh advocates skill development in teaching and offers courses in various design subjects. Recognized with awards, including the Lalit Kala Academy Award, Gurpreet Singh is dedicated to inspiring students in art and design."
https://www.upes.ac.in/blog/advanced-engineering/opportunities-for-geology-graduates-pioneers-shaping-earths-future-and-diverse-career-horizons,"The webpage discusses career opportunities for geology graduates, emphasizing the importance of a master’s degree, such as an M.Sc. in Geology, for advanced roles. Geology offers diverse careers in fields like environmental consulting, petroleum geology, mining, and geoinformatics, with growing employment projected at 14% over the next decade. Key positions include geologists, mineralogists, palaeontologists, hydrologists, and geochemists, with roles available in renowned organizations such as ONGC and environmental agencies. The field plays a crucial role in addressing climate change and resource management, supporting sustainable development while offering a fulfilling professional journey."
https://www.upes.ac.in/faculty/school-of-design/nagesh-lakhan,"Nagesh Lakhan is an Assistant Professor at the School of Design at UPES, specializing in graphic design and branding. Nagesh Lakhan has a strong educational background with a master’s degree in Graphic Design from the National Institute of Design. Nagesh Lakhan's research interests include semiotics in design, visual communication, and typography. Nagesh Lakhan teaches courses such as Typography, Visual Identity, Branding, Information Design, Semiotics, and Graphic Design Trends. For inquiries, Nagesh Lakhan can be contacted at nagesh.lakhan@ddn.upes.ac.in."
https://www.upes.ac.in/blog/computer-science/upes-professors-give-insights-on-metaverse-at-pune-design-festival,"UPES faculty Dr. Anmol Srivastava and Pankaj Badoni presented a workshop titled ""Into the Metaverse – AR/VR"" at the Pune Design Festival 2022. The workshop aimed to clarify concepts surrounding the Metaverse, sparked by Mark Zuckerberg's promotion of a shared virtual experience. Key topics included Augmented Reality (AR), Virtual Reality (VR), and their integration into the Metaverse. The workshop discussed various technologies driving the Metaverse, such as Artificial Intelligence and blockchain, alongside concepts like digital twins and immersive experiences. UPES offers relevant academic programs to prepare students for careers in the evolving Metaverse landscape."
https://www.upes.ac.in/faculty/school-of-liberal-studies/abhishek-kumar-singh,"Dr. Abhishek Kumar Singh is an Associate Professor at the School of Liberal Studies, UPES, specializing in Digital Media. Graduating from the Central University of India, Dr. Abhishek has over 15 years of academic experience across prestigious institutions, including roles in the Middle East and the USA. Dr. Abhishek has published over 60 research papers and authored three books on media, focusing on areas like Online Journalism and Digital Marketing. Dr. Abhishek employs an interactive teaching philosophy, emphasizing critical thinking and practical application, while teaching courses in media and communication disciplines."
https://www.upes.ac.in/blog/academic-excellence/4-reasons-why-industrial-visits-are-important-for-students,"The blog post by Pankhuri Bhardwaj highlights the importance of industrial visits for students at UPES, emphasizing four key benefits. Industrial visits bridge the gap between academic knowledge and practical experiences, fostering long-lasting relationships among students. Practical exposure is gained through company visits, enhancing employability by connecting students with industry professionals for potential internship and job opportunities. Additionally, visits incorporate leisure activities, making learning enjoyable. Overall, UPES prioritizes holistic learning and real-world exposure to prepare students for future challenges in their careers. These experiences significantly contribute to a comprehensive understanding of the business environment."
https://www.upes.ac.in/blog/advanced-engineering/mechatronics-and-the-future-of-engineering,"Mechatronics Engineering, as explored by Dr. Asish Karn at UPES, merges mechanical, computer, and electronic systems, paving promising career paths in automation and advanced technologies. The program, established for over 13 years, features state-of-the-art laboratories and an extensive alumni network in global firms. UPES emphasizes industry partnerships, including upcoming collaborations with Bajaj Auto and Blusmart, and holds NBA accreditation, ensuring relevance in education. Students gain practical skills, pursue advanced degrees abroad, and enjoy strong placement records in sectors like robotics and aerospace. Mechatronics is vital for innovation, efficiency, and sustainability in engineering."
https://www.upes.ac.in/minors-for-school-of-engineering,"The UPES School of Engineering offers a range of minors that students can pursue alongside their core specializations. The minors include Data Science, Sustainable Development, Fire Safety Engineering, Artificial Intelligence, Internet of Things (IoT), Data Analytics, Blockchain, Disaster Management, and Sustainability & Climate Change. Each minor focuses on relevant skills and knowledge applicable to modern engineering challenges, preparing students for careers in industries such as environmental management, data analysis, and safety engineering. The program aims to equip students with practical experience and understanding of key concepts in their chosen fields."
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/abhishek-chandra,"Dr. Abhishek Chandra is an Assistant Professor at UPES's School of Health Sciences and Technology, specializing in food technology and sustainable processing techniques. Dr. Abhishek Chandra's research focuses on non-thermal processing, drying technologies, and novel food processing equipment, with a strong emphasis on quality preservation. Dr. Abhishek Chandra holds a B.Tech. from Anand Agricultural University, M.Tech. in Food Engineering from GBPUA&T, and a Ph.D. from NIFTEM-K. With over five years of experience, Dr. Abhishek Chandra teaches various food processing courses and actively contributes to scholarly activities and research collaborations."
https://www.upes.ac.in/blog/law/upes-school-of-law-organises-adr-fest-madhyastham,"The UPES School of Law hosted the annual ADR fest 'Madhyastham' from April 1-3, 2022, focusing on Alternative Dispute Resolution methods. The event attracted 23 teams from various law institutes across India, featuring three competitions: the National Mediation Competition, National Negotiation Competition, and National Arbitral Award Writing Competition. A pre-fest webinar discussed ‘Making of an Award and Enforcement’, featuring experts from CIArb. The event promotes skills in arbitration, mediation, and negotiation. Winners included students from Jindal Global Law School, Maharashtra National Law University, and Symbiosis Law School."
https://www.upes.ac.in/faculty/school-of-computer-science/dr-amit-verma,"Dr. Amit Verma is an Assistant Professor at the School of Computer Science, UPES, specializing in Artificial Intelligence and Machine Learning, with significant contributions to healthcare and agriculture, such as skin cancer classification and potato blight disease management. Dr. Verma has authored a book on Artificial Neural Networks and has extensive teaching experience, achieving high student success rates through innovative methods. He holds expertise in algorithms and logic gates, and has been recognized for his quality teaching and research, including a grant for developing a device for visually impaired individuals. Dr. Amit Verma's contact is amit.verma@ddn.upes.ac.in."
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/electronics-and-computer-engineering,"UPES School of Advanced Engineering offers a B.Tech in Electronics and Computer Engineering program designed to meet the evolving demands of technology. The interdisciplinary curriculum integrates electronics, computer science, and communication, equipping students with skills in hardware design, software development, and telecommunications. The program features state-of-the-art labs, a 100% placement rate, and career opportunities in various sectors like AI, embedded systems, and telecommunications. Graduates can pursue roles as electronics engineers, software developers, or network engineers. The program emphasizes adaptability and innovation to prepare students for the dynamic technology landscape."
https://www.upes.ac.in/student-achievements/satvik-goel,"Satvik Goel, a third-year B.Des. student in Transportation Mobility Design at UPES, achieved first runner-up in the Lifestyle Design category for ""Mazing Puzzle"" at the Battle of Project Award during Pune Design Fest 2023. Satvik's innovative toy combines the pleasure of puzzles with the educational benefits of a maze, aimed at enhancing problem-solving skills in children. The concept arose from market observations revealing a gap in toys promoting cognitive and social development, reflecting Satvik Goel's commitment to creating enjoyable and educational products. The mentor for this project is Ajit Bhandari, an Associate Professor at UPES."
https://www.upes.ac.in/blog/life-at-campus/7-popular-hangouts-of-upes-students,"Diana George presents an overview of the seven popular hangouts for UPES students, showcasing options both on and near the UPES Bidholi campus. Students frequently visit Café Tif for casual dining, Maggi Point for stunning views, and Café Frisco for desserts. Other notable spots include Tulips for coffee, MiG Zone for inspiration, the UPES Sports Ground for athletic activities, and UPES Walkway for leisure walks. Bidholi's serene environment offers students a relaxing contrast to their academic life, emphasizing the importance of social and recreational spaces in enhancing student experiences at UPES."
https://www.upes.ac.in/faculty/school-of-computer-science/dr-rajib-banerjee,"Dr. Rajib Banerjee is an Associate Professor at the School of Computer Science, UPES, with a Ph.D. in Engineering from the Indian Institute of Engineering Science and Technology. He has extensive experience in academics, having published numerous research articles and held administrative roles. His research interests include Wireless Sensor Networks, IoT, and bio-engineering. Dr. Banerjee is known for his innovative work during the Covid-19 pandemic, developing a hybrid sanitizer and low-cost oxygen concentrator. He has received several awards, including Best Faculty in 2023, and actively supervises PhD candidates in his field."
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/shikha-saxena,"Shikha Saxena is an Associate Professor at the School of Health Sciences and Technology, UPES, with over 13 years of experience in academia and consultancy in public health nutrition. Shikha Saxena holds a PhD in Public Health Nutrition from Jawaharlal Nehru University and has conducted community-based research. Research interests include public health, nutrition security, and women's nutrition. Shikha Saxena teaches various nutrition-related courses and employs innovative teaching methods. Notable publications include contributions to health and nutrition literature. Shikha Saxena is an active member of several professional organizations and actively engages in scholarly activities and research."
https://www.upes.ac.in/sustainable-development-goals/04,"Sustainable Development Goal 4 focuses on ensuring inclusive, equitable quality education and lifelong learning opportunities for all by 2030. Key objectives include providing free primary and secondary education, promoting equal access to education regardless of gender or socioeconomic status, enhancing skills for employment, and improving literacy and numeracy. UPES implements initiatives such as the Protsaahan scholarship for underprivileged students, a Labour School for children of construction workers, and the Project Payal promoting girls' education. UPES is also constructing LearnShaalas to improve learning outcomes in local government schools."
https://www.upes.ac.in/faculty/school-of-computer-science/milton-kumar,"Milton Kumar is an Assistant Professor at the School of Computer Science, UPES, holding a Master of Technology in Information Technology from the Indian Institute of Information Technology, Allahabad. With expertise in Cloud Computing and Virtualization Technology, Milton Kumar is proficient in C, C++, and Python. Milton Kumar has experience as a Software Developer at Shanrohi Technologies, and as a Teaching Assistant for Object-Oriented Programming and Computer Networks, educating over 200 B.Tech students. Milton Kumar's research focuses on IoT and Deep Learning, specifically crowd counting using Convolutional Neural Networks. Milton Kumar fosters interactive learning and has received multiple programming certifications."
